BvBmsy,FvFmsy,i_rights
0.669,1.49,ITQ
0.67,1.94,ITQ
0.641,2.72,ITQ
0.573,3.37,ITQ
0.502,3.38,ITQ
0.431,3.5,ITQ
0.361,2.68,ITQ
0.321,2.81,ITQ
0.331,3.95,ITQ
0.326,3.85,ITQ
0.343,4.02,ITQ
0.336,4.31,ITQ
0.323,4.83,ITQ
0.281,4.55,ITQ
0.252,4.32,ITQ
0.242,4.18,ITQ
0.248,3.49,ITQ
0.245,2.27,ITQ
0.255,2.02,ITQ
0.273,2.04,ITQ
0.273,1.81,ITQ
0.301,1.3,ITQ
0.34,1.4,ITQ
0.372,0.636,ITQ
0.522,0.492,ITQ
0.683,1.03,ITQ
0.858,1.29,ITQ
0.982,0.195,ITQ
1.17,0.261,ITQ
1.3,0.25,ITQ
1.39,0.145,ITQ
1.44,0.093,ITQ
1.44,0.093,ITQ
1.44,0.093,ITQ
1.44,0.093,ITQ
1.44,0.093,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0,ITQ
2.5,0.143,ITQ
2.5,0,ITQ
2.5,0.143,ITQ
2.49,0,ITQ
2.48,0.143,ITQ
2.48,0.143,ITQ
2.48,0.143,ITQ
2.5,0.286,ITQ
2.5,0.571,ITQ
2.5,0.714,ITQ
2.46,1.43,ITQ
2.28,0.857,ITQ
2.21,1.29,ITQ
2.06,1.43,ITQ
1.9,1.29,ITQ
1.78,1.57,ITQ
1.62,1.57,ITQ
1.5,1.43,ITQ
1.41,0.857,ITQ
1.39,0.714,ITQ
1.39,0.571,ITQ
1.41,0.429,ITQ
1.45,0.714,ITQ
1.48,0.571,ITQ
1.52,0.286,ITQ
1.61,0.143,ITQ
1.7,0.286,ITQ
1.79,0.286,ITQ
1.88,0.286,ITQ
1.96,0.286,ITQ
2.04,0.286,ITQ
2.11,0.143,ITQ
2.19,0.143,ITQ
2.5,0.427,ITQ
2.48,0.524,ITQ
2.46,1.22,ITQ
2.41,0.902,ITQ
2.38,1.31,ITQ
2.33,1.02,ITQ
2.31,1.66,ITQ
2.27,1.44,ITQ
2.24,1.14,ITQ
2.24,0.728,ITQ
2.25,1.24,ITQ
2.24,1.77,ITQ
2.2,2.4,ITQ
2.13,3.29,ITQ
2.02,3.65,ITQ
1.91,4.86,ITQ
1.76,13.2,ITQ
1.37,13,ITQ
1.07,10.4,ITQ
0.902,2.66,ITQ
0.887,3.27,ITQ
0.859,3.01,ITQ
0.832,3,ITQ
0.805,4.27,ITQ
0.758,3.85,ITQ
0.727,2.29,ITQ
0.723,2.97,ITQ
0.715,2.94,ITQ
0.703,4.14,ITQ
0.668,3.54,ITQ
0.637,4.14,ITQ
0.594,2.88,ITQ
0.57,2.36,ITQ
0.559,3.64,ITQ
0.535,3.8,ITQ
0.512,3.59,ITQ
0.492,3.6,ITQ
0.473,2.91,ITQ
0.465,3.71,ITQ
0.445,4,ITQ
0.43,3.15,ITQ
0.418,4.2,ITQ
0.402,4.24,ITQ
0.384,3.95,ITQ
0.371,3.36,ITQ
0.363,2.97,ITQ
0.361,2.8,ITQ
0.359,2.3,ITQ
0.36,2.28,ITQ
0.358,1.84,ITQ
0.359,0.482,ITQ
0.368,0.938,ITQ
0.374,0.515,ITQ
0.383,0.437,ITQ
0.395,0.384,ITQ
0.406,0.196,ITQ
0.426,0.215,ITQ
0.449,0.382,ITQ
0.469,0.323,ITQ
0.48,0.481,ITQ
0.488,0.334,ITQ
0.488,0.334,ITQ
0.488,0.334,ITQ
2.23,0.094,ITQ
2.2,0.156,ITQ
2.17,0.095,ITQ
2.14,0.079,ITQ
2.13,0.112,ITQ
2.11,0.107,ITQ
2.09,0.173,ITQ
2.08,0.125,ITQ
2.07,0.076,ITQ
2.08,0.108,ITQ
2.1,0.139,ITQ
2.12,0.085,ITQ
2.17,0.124,ITQ
2.22,0.081,ITQ
2.3,0.088,ITQ
2.4,0.08,ITQ
2.5,0.074,ITQ
2.5,0.159,ITQ
2.5,0.099,ITQ
2.5,0.192,ITQ
2.5,0.162,ITQ
2.5,0.133,ITQ
2.5,0.217,ITQ
2.5,0.186,ITQ
2.5,0.275,ITQ
2.5,0.463,ITQ
2.5,0.812,ITQ
2.5,0.297,ITQ
2.5,0.413,ITQ
2.5,0.82,ITQ
2.5,0.322,ITQ
2.5,0.412,ITQ
2.5,0.703,ITQ
2.5,0.565,ITQ
2.5,0.56,ITQ
2.5,0.58,ITQ
2.48,0.559,ITQ
2.38,0.552,ITQ
2.3,0.481,ITQ
2.25,0.474,ITQ
2.2,0.427,ITQ
2.16,0.447,ITQ
2.12,0.447,ITQ
2.11,0.394,ITQ
2.08,0.373,ITQ
2.04,0.401,ITQ
1.97,0.435,ITQ
1.9,0.432,ITQ
1.84,0.247,ITQ
1.79,0.394,ITQ
1.7,0.388,ITQ
1.61,0.359,ITQ
1.58,0.238,ITQ
1.59,0.324,ITQ
1.59,0.354,ITQ
1.58,0.392,ITQ
1.54,0.41,ITQ
1.48,0.367,ITQ
1.4,0.441,ITQ
1.31,0.573,ITQ
1.19,0.571,ITQ
1.19,0.571,ITQ
1.19,0.571,ITQ
2.5,0.053,ITQ
2.5,0.073,ITQ
2.5,0.075,ITQ
2.5,0.161,ITQ
2.5,0.236,ITQ
2.5,0.176,ITQ
2.5,0.266,ITQ
2.5,0.231,ITQ
2.5,0.186,ITQ
2.5,0.276,ITQ
2.5,0.377,ITQ
2.5,0.312,ITQ
2.5,0.239,ITQ
2.5,0.201,ITQ
2.5,0.131,ITQ
2.5,0.178,ITQ
2.5,1.68,ITQ
2.5,1.89,ITQ
2.39,1.15,ITQ
2.29,0.123,ITQ
2.28,0.108,ITQ
2.26,0.09,ITQ
2.25,0.118,ITQ
2.22,0.274,ITQ
2.18,0.173,ITQ
2.15,0.204,ITQ
2.11,0.204,ITQ
2.07,0.204,ITQ
2.02,0.259,ITQ
1.98,0.234,ITQ
1.93,0.319,ITQ
1.87,0.442,ITQ
1.81,0.339,ITQ
1.75,0.595,ITQ
1.68,0.794,ITQ
1.6,0.942,ITQ
1.52,0.663,ITQ
1.47,0.407,ITQ
1.44,0.538,ITQ
1.4,0.467,ITQ
1.37,0.563,ITQ
1.33,0.731,ITQ
1.3,0.452,ITQ
1.28,0.641,ITQ
1.26,0.58,ITQ
1.25,0.53,ITQ
1.23,0.603,ITQ
1.21,0.729,ITQ
1.19,1.92,ITQ
1.12,0.364,ITQ
1.13,0.173,ITQ
1.16,0.146,ITQ
1.19,0.083,ITQ
1.25,0.188,ITQ
1.31,0.206,ITQ
1.41,0.103,ITQ
1.55,0.271,ITQ
1.69,0.063,ITQ
1.87,0.058,ITQ
1.87,0.058,ITQ
1.87,0.058,ITQ
1.87,0.058,ITQ
1.87,0.058,ITQ
2.5,0.056,ITQ
2.5,0.07,ITQ
2.5,0.045,ITQ
2.5,0.103,ITQ
2.5,0.283,ITQ
2.5,0.305,ITQ
2.5,0.498,ITQ
2.5,0.14,ITQ
2.5,0.178,ITQ
2.49,0.213,ITQ
2.48,0.429,ITQ
2.46,0.794,ITQ
2.41,0.382,ITQ
2.39,0.601,ITQ
2.36,0.28,ITQ
2.34,0.391,ITQ
2.32,0.33,ITQ
2.31,0.501,ITQ
2.28,0.354,ITQ
2.27,0.481,ITQ
2.24,0.539,ITQ
2.22,0.653,ITQ
2.19,0.811,ITQ
2.15,0.997,ITQ
2.1,0.878,ITQ
2.06,0.785,ITQ
2.02,0.91,ITQ
1.99,1.56,ITQ
1.93,1.35,ITQ
1.89,1.18,ITQ
1.85,1.15,ITQ
1.81,1.34,ITQ
1.77,1.23,ITQ
1.74,0.714,ITQ
1.72,0.599,ITQ
1.7,0.554,ITQ
1.69,0.467,ITQ
1.68,0.313,ITQ
1.68,0.319,ITQ
1.68,0.207,ITQ
1.68,0.295,ITQ
1.68,0.311,ITQ
1.68,0.265,ITQ
1.68,0.265,ITQ
1.68,0.265,ITQ
1.68,0.265,ITQ
1.68,0.265,ITQ
1.68,0.265,ITQ
1.68,0.265,ITQ
1.68,0.265,ITQ
1.68,0.265,ITQ
2.35,0.044,ITQ
2.34,0.052,ITQ
2.34,0.052,ITQ
2.33,0.045,ITQ
2.32,0.046,ITQ
2.29,0.05,ITQ
2.25,0.065,ITQ
2.2,0.084,ITQ
2.15,0.077,ITQ
2.1,0.076,ITQ
2.07,0.096,ITQ
2.04,0.082,ITQ
2.03,0.093,ITQ
2.03,0.046,ITQ
2.06,0.072,ITQ
2.08,0.027,ITQ
2.11,0.34,ITQ
2.05,0.411,ITQ
1.99,0.199,ITQ
1.99,0.061,ITQ
2.03,0.048,ITQ
2.1,0.057,ITQ
2.17,0.039,ITQ
2.27,0.056,ITQ
2.37,0.039,ITQ
2.5,0.05,ITQ
2.5,0.078,ITQ
2.5,0.124,ITQ
2.5,0.066,ITQ
2.5,0.401,ITQ
2.5,1.24,ITQ
2.5,1.72,ITQ
2.01,1.98,ITQ
1.52,1.04,ITQ
1.41,1.04,ITQ
1.38,0.945,ITQ
1.4,0.983,ITQ
1.44,1.32,ITQ
1.42,1.14,ITQ
1.4,1.45,ITQ
1.28,1.31,ITQ
1.17,0.92,ITQ
1.12,0.922,ITQ
1.06,1.26,ITQ
0.958,1.08,ITQ
0.895,1.17,ITQ
0.838,1.12,ITQ
0.814,1.25,ITQ
0.786,0.827,ITQ
0.792,0.824,ITQ
0.783,0.815,ITQ
0.764,0.402,ITQ
0.776,0.074,ITQ
0.826,0.007,ITQ
0.902,0.015,ITQ
1,0.028,ITQ
1.1,0.028,ITQ
1.17,0.033,ITQ
1.22,0.03,ITQ
1.25,0.024,ITQ
1.27,0.019,ITQ
1.27,0.019,ITQ
1.27,0.019,ITQ
2.27,0.309,ITQ
2.27,0.37,ITQ
2.25,0.335,ITQ
2.24,0.278,ITQ
2.24,0.336,ITQ
2.23,0.407,ITQ
2.22,0.481,ITQ
2.2,0.546,ITQ
2.19,0.588,ITQ
2.17,0.546,ITQ
2.16,0.514,ITQ
2.14,0.452,ITQ
2.13,0.52,ITQ
2.12,0.442,ITQ
2.11,0.354,ITQ
2.1,0.984,ITQ
2.07,0.505,ITQ
2.06,0.569,ITQ
2.05,0.595,ITQ
2.03,1.14,ITQ
2,0.853,ITQ
1.98,1.1,ITQ
1.95,1.38,ITQ
1.91,1.36,ITQ
1.87,1.54,ITQ
1.83,1.49,ITQ
1.8,1.75,ITQ
1.75,1.84,ITQ
1.71,3.04,ITQ
1.63,3.17,ITQ
1.55,2.75,ITQ
1.49,3.93,ITQ
1.4,5.23,ITQ
1.28,4.04,ITQ
1.21,3.57,ITQ
1.15,4.44,ITQ
1.07,3.13,ITQ
1.03,3.72,ITQ
0.981,4.32,ITQ
0.925,5.65,ITQ
0.849,4.16,ITQ
0.805,6.76,ITQ
0.727,7.49,ITQ
0.65,7.08,ITQ
0.584,5.43,ITQ
0.545,6.56,ITQ
0.499,6.04,ITQ
0.462,7.21,ITQ
0.421,3.43,ITQ
0.414,5.06,ITQ
0.392,1.38,ITQ
0.399,1.86,ITQ
0.404,0.437,ITQ
0.418,0.383,ITQ
0.436,0.431,ITQ
0.45,0.492,ITQ
0.465,0.408,ITQ
0.479,0.665,ITQ
0.491,0.39,ITQ
0.506,0.304,ITQ
0.521,0.312,ITQ
0.521,0.312,ITQ
0.521,0.312,ITQ
2.38,0.206,ITQ
2.39,0.216,ITQ
2.35,0.223,ITQ
2.31,0.143,ITQ
2.31,0.097,ITQ
2.36,0.163,ITQ
2.4,0.152,ITQ
2.41,0.106,ITQ
2.4,0.094,ITQ
2.39,0.305,ITQ
2.32,0.397,ITQ
2.4,0.647,ITQ
2.37,0.714,ITQ
2.29,0.693,ITQ
2.32,0.724,ITQ
2.26,0.777,ITQ
2.14,0.778,ITQ
2.05,0.495,ITQ
2.1,0.36,ITQ
2.11,0.515,ITQ
2.18,0.488,ITQ
2.2,0.621,ITQ
2.16,0.528,ITQ
2.14,0.442,ITQ
2.28,0.395,ITQ
2.13,0.69,ITQ
2.05,0.63,ITQ
2.1,0.636,ITQ
2.09,0.541,ITQ
2,0.693,ITQ
1.89,0.258,ITQ
1.75,0.382,ITQ
1.64,0.491,ITQ
1.65,0.533,ITQ
1.62,0.35,ITQ
1.4,0.291,ITQ
1.31,0.198,ITQ
1.63,0.177,ITQ
1.68,0.172,ITQ
1.68,0.172,ITQ
1.68,0.172,ITQ
1.68,0.172,ITQ
1.68,0.172,ITQ
1.68,0.172,ITQ
1.68,0.172,ITQ
1.68,0.172,ITQ
2.5,0.778,ITQ
2.5,0.886,ITQ
2.5,1.22,ITQ
2.5,0.306,ITQ
2.5,0.965,ITQ
2.5,1.48,ITQ
2.5,0.186,ITQ
2.5,1.53,ITQ
2.5,3.7,ITQ
2.24,3.79,ITQ
1.96,2.86,ITQ
1.78,2.78,ITQ
1.62,1.63,ITQ
1.54,0.935,ITQ
1.5,1.7,ITQ
1.43,1.27,ITQ
1.38,1.18,ITQ
1.35,1.14,ITQ
1.32,1.91,ITQ
1.25,1.65,ITQ
1.2,2.29,ITQ
1.13,1.91,ITQ
1.09,1.11,ITQ
1.08,1.73,ITQ
1.04,1.76,ITQ
1.01,0.874,ITQ
1.01,1.48,ITQ
0.994,1.95,ITQ
0.962,1.44,ITQ
0.949,1.09,ITQ
0.947,0.737,ITQ
0.958,0.729,ITQ
0.97,0.729,ITQ
0.981,0.817,ITQ
0.991,0.825,ITQ
0.991,0.825,ITQ
0.991,0.825,ITQ
0.991,0.825,ITQ
0.991,0.825,ITQ
0.991,0.825,ITQ
2.5,0.029,ITQ
2.5,0.03,ITQ
2.5,0.024,ITQ
2.5,0.025,ITQ
2.5,0.025,ITQ
2.5,0.026,ITQ
2.5,0.023,ITQ
2.5,0.026,ITQ
2.5,0.026,ITQ
2.5,0.024,ITQ
2.5,0.025,ITQ
2.5,0.025,ITQ
2.5,0.025,ITQ
2.5,0.026,ITQ
2.5,0.023,ITQ
2.5,0.024,ITQ
2.5,0.024,ITQ
2.5,0.023,ITQ
2.5,0.023,ITQ
2.5,0.023,ITQ
2.5,0.025,ITQ
2.5,0.025,ITQ
2.5,0.038,ITQ
2.5,0.039,ITQ
2.5,0.046,ITQ
2.5,0.097,ITQ
2.5,0.252,ITQ
2.5,0.424,ITQ
2.5,0.029,ITQ
2.5,0.035,ITQ
2.5,0.036,ITQ
2.5,0.095,ITQ
2.5,0.165,ITQ
2.5,0.243,ITQ
2.5,0.435,ITQ
2.5,0.481,ITQ
2.5,0.583,ITQ
2.5,0.539,ITQ
2.5,0.494,ITQ
2.5,0.567,ITQ
2.5,0.633,ITQ
2.5,0.73,ITQ
2.5,0.83,ITQ
2.5,1.02,ITQ
2.5,1.08,ITQ
2.49,1.14,ITQ
2.37,1.19,ITQ
2.23,1.55,ITQ
2.08,1.44,ITQ
1.94,1.69,ITQ
1.8,1.81,ITQ
1.67,1.94,ITQ
1.53,2.18,ITQ
1.4,2.53,ITQ
1.26,2.75,ITQ
1.12,3.03,ITQ
1.01,2.62,ITQ
0.92,2.64,ITQ
0.835,2.97,ITQ
0.763,2.52,ITQ
0.709,2.66,ITQ
0.658,2.71,ITQ
0.658,2.71,ITQ
2.5,0.084,ITQ
2.5,0.092,ITQ
2.5,0.092,ITQ
2.5,0.225,ITQ
2.5,0.224,ITQ
2.5,0.239,ITQ
2.5,0.256,ITQ
2.5,0.327,ITQ
2.5,0.264,ITQ
2.5,0.343,ITQ
2.5,0.367,ITQ
2.5,0.371,ITQ
2.5,0.408,ITQ
2.5,0.438,ITQ
2.5,0.406,ITQ
2.5,0.682,ITQ
2.5,0.842,ITQ
2.5,0.824,ITQ
2.5,0.827,ITQ
2.5,0.997,ITQ
2.5,1.02,ITQ
2.5,1.12,ITQ
2.38,1.52,ITQ
2.16,1.82,ITQ
1.98,2.62,ITQ
1.71,2.46,ITQ
1.51,3.76,ITQ
1.17,3.99,ITQ
0.962,3.55,ITQ
0.786,3.22,ITQ
0.763,3.23,ITQ
0.65,3.82,ITQ
0.552,3.82,ITQ
0.463,2.95,ITQ
0.418,3.04,ITQ
0.387,2.94,ITQ
0.337,3.87,ITQ
0.322,1.97,ITQ
0.394,2.2,ITQ
0.487,1.42,ITQ
0.494,1.33,ITQ
0.527,1.28,ITQ
0.511,1.28,ITQ
0.446,1.67,ITQ
0.464,1.74,ITQ
0.464,1.55,ITQ
0.45,1.9,ITQ
0.437,1.99,ITQ
0.443,1.99,ITQ
0.451,2.05,ITQ
0.443,1.82,ITQ
0.458,1.95,ITQ
0.439,1.83,ITQ
0.417,1.97,ITQ
0.407,2.3,ITQ
0.353,2.5,ITQ
0.353,2.5,ITQ
0.353,2.5,ITQ
0.353,2.5,ITQ
0.353,2.5,ITQ
0.353,2.5,ITQ
0.353,2.5,ITQ
0.353,2.5,ITQ
2.5,0.207,ITQ
2.48,0.201,ITQ
2.41,0.302,ITQ
2.31,0.312,ITQ
2.22,0.203,ITQ
2.2,0.19,ITQ
2.19,0.216,ITQ
2.17,0.189,ITQ
2.17,0.194,ITQ
2.17,0.197,ITQ
2.17,0.226,ITQ
2.15,0.243,ITQ
2.13,0.366,ITQ
2.06,0.319,ITQ
2,0.588,ITQ
1.84,0.717,ITQ
1.67,0.612,ITQ
1.57,0.552,ITQ
1.52,0.782,ITQ
1.42,1.23,ITQ
1.23,1.41,ITQ
1.06,1.66,ITQ
0.837,1.52,ITQ
0.668,0.833,ITQ
0.641,0.628,ITQ
0.68,0.867,ITQ
0.721,0.94,ITQ
0.758,1.48,ITQ
0.749,1.28,ITQ
0.822,0.866,ITQ
0.939,1.07,ITQ
0.971,0.997,ITQ
1,1.12,ITQ
0.999,1.17,ITQ
0.97,1.13,ITQ
0.938,1.2,ITQ
0.887,1.21,ITQ
0.84,1.11,ITQ
0.816,1.24,ITQ
0.777,1.32,ITQ
0.764,1.16,ITQ
0.776,1.06,ITQ
0.789,0.89,ITQ
0.902,0.861,ITQ
1.03,0.775,ITQ
1.09,0.718,ITQ
1.34,0.675,ITQ
1.56,0.652,ITQ
1.58,0.64,ITQ
1.57,0.636,ITQ
1.55,0.66,ITQ
1.5,0.676,ITQ
1.5,0.676,ITQ
1.5,0.676,ITQ
1.5,0.676,ITQ
1.5,0.676,ITQ
1.5,0.676,ITQ
1.5,0.676,ITQ
1.5,0.676,ITQ
1.5,0.676,ITQ
1.5,0.676,ITQ
1.5,0.676,ITQ
1.5,0.676,ITQ
2.5,0.283,ITQ
2.43,0.279,ITQ
2.32,0.28,ITQ
2.23,0.31,ITQ
2.14,0.271,ITQ
2.09,0.288,ITQ
2.04,0.306,ITQ
1.99,0.268,ITQ
1.96,0.318,ITQ
1.92,0.385,ITQ
1.85,0.363,ITQ
1.81,0.427,ITQ
1.74,0.454,ITQ
1.7,0.552,ITQ
1.64,0.659,ITQ
1.57,0.676,ITQ
1.5,0.749,ITQ
1.39,0.887,ITQ
1.25,1.02,ITQ
1.1,1.05,ITQ
1,0.888,ITQ
0.978,0.844,ITQ
0.935,0.943,ITQ
0.83,0.98,ITQ
0.72,0.998,ITQ
0.613,1.17,ITQ
0.493,1.47,ITQ
0.372,2.48,ITQ
0.318,3.3,ITQ
0.368,2.99,ITQ
0.462,3.35,ITQ
0.408,3.23,ITQ
0.349,3.35,ITQ
0.304,3.45,ITQ
0.3,3.49,ITQ
0.312,3.9,ITQ
0.274,3.84,ITQ
0.263,3.64,ITQ
0.289,3.39,ITQ
0.325,3.33,ITQ
0.358,2.99,ITQ
0.41,2.47,ITQ
0.437,2.01,ITQ
0.513,1.91,ITQ
0.617,1.64,ITQ
0.727,1.36,ITQ
0.866,1.18,ITQ
0.967,1.14,ITQ
0.974,1.13,ITQ
0.906,1.22,ITQ
0.801,1.38,ITQ
0.721,1.5,ITQ
0.721,1.5,ITQ
0.721,1.5,ITQ
0.721,1.5,ITQ
0.721,1.5,ITQ
0.721,1.5,ITQ
0.721,1.5,ITQ
0.721,1.5,ITQ
0.721,1.5,ITQ
0.721,1.5,ITQ
0.721,1.5,ITQ
0.721,1.5,ITQ
2.5,0.072,ITQ
2.5,0.087,ITQ
2.5,0.073,ITQ
2.5,0.074,ITQ
2.46,0.061,ITQ
2.38,0.058,ITQ
2.31,0.056,ITQ
2.24,0.069,ITQ
2.17,0.077,ITQ
2.1,0.083,ITQ
2.03,0.093,ITQ
1.97,0.127,ITQ
1.89,0.142,ITQ
1.81,0.229,ITQ
1.69,0.397,ITQ
1.52,0.397,ITQ
1.39,0.531,ITQ
1.25,0.841,ITQ
1.02,1.06,ITQ
0.788,1.02,ITQ
0.646,1.02,ITQ
0.554,0.893,ITQ
0.535,0.848,ITQ
0.533,0.704,ITQ
0.555,1.04,ITQ
0.524,1.09,ITQ
0.521,1.25,ITQ
0.488,1.53,ITQ
0.44,2.27,ITQ
0.385,3.43,ITQ
0.5,3.36,ITQ
0.494,3.36,ITQ
0.6,3.49,ITQ
0.636,3.43,ITQ
0.542,3.74,ITQ
0.495,3.79,ITQ
0.409,4.03,ITQ
0.261,4.07,ITQ
0.217,3.98,ITQ
0.256,4.47,ITQ
0.288,5.21,ITQ
0.257,5.16,ITQ
0.261,4.23,ITQ
0.335,2.51,ITQ
0.439,1.29,ITQ
0.56,1.08,ITQ
0.665,1.16,ITQ
0.743,1.02,ITQ
0.798,1.33,ITQ
0.644,1.81,ITQ
0.493,2.1,ITQ
0.365,2.58,ITQ
0.291,3.24,ITQ
0.224,3.57,ITQ
0.19,3.55,ITQ
0.195,3.55,ITQ
0.202,3.53,ITQ
0.207,3.36,ITQ
0.207,3.36,ITQ
0.207,3.36,ITQ
0.207,3.36,ITQ
0.207,3.36,ITQ
0.207,3.36,ITQ
2.46,0.355,ITQ
2.27,0.507,ITQ
2.01,0.557,ITQ
1.77,0.656,ITQ
1.57,0.729,ITQ
1.41,0.625,ITQ
1.35,0.567,ITQ
1.34,0.445,ITQ
1.4,0.443,ITQ
1.46,0.373,ITQ
1.5,0.436,ITQ
1.52,0.495,ITQ
1.5,0.591,ITQ
1.45,0.396,ITQ
1.51,0.544,ITQ
1.47,0.695,ITQ
1.36,0.851,ITQ
1.2,0.762,ITQ
1.11,0.816,ITQ
1.03,1.04,ITQ
0.888,1.12,ITQ
0.784,0.977,ITQ
0.766,1.02,ITQ
0.753,0.922,ITQ
0.754,0.891,ITQ
0.751,1.04,ITQ
0.704,1.2,ITQ
0.631,1.35,ITQ
0.565,1.69,ITQ
0.484,1.75,ITQ
0.461,2.23,ITQ
0.436,2.52,ITQ
0.465,3.2,ITQ
0.438,3.72,ITQ
0.382,3.94,ITQ
0.356,4.15,ITQ
0.342,4.8,ITQ
0.331,4.87,ITQ
0.402,3.34,ITQ
0.423,3.15,ITQ
0.351,2.44,ITQ
0.397,2.15,ITQ
0.429,1.83,ITQ
0.496,1.58,ITQ
0.606,1.3,ITQ
0.783,1,ITQ
1.03,0.842,ITQ
1.23,0.697,ITQ
1.36,0.629,ITQ
1.41,0.686,ITQ
1.37,0.704,ITQ
1.32,0.729,ITQ
1.26,0.765,ITQ
1.15,0.828,ITQ
1.02,0.911,ITQ
0.915,0.969,ITQ
0.915,0.969,ITQ
0.915,0.969,ITQ
0.915,0.969,ITQ
0.915,0.969,ITQ
0.915,0.969,ITQ
0.915,0.969,ITQ
0.915,0.969,ITQ
2.47,0.831,ITQ
2.16,0.62,ITQ
1.97,0.676,ITQ
1.8,0.497,ITQ
1.71,0.469,ITQ
1.65,0.51,ITQ
1.6,0.52,ITQ
1.55,0.405,ITQ
1.54,0.52,ITQ
1.51,0.669,ITQ
1.45,0.641,ITQ
1.4,0.621,ITQ
1.38,0.746,ITQ
1.34,0.669,ITQ
1.33,0.816,ITQ
1.3,0.857,ITQ
1.25,1.12,ITQ
1.14,1,ITQ
1.06,0.893,ITQ
1.02,1.02,ITQ
0.974,0.974,ITQ
0.942,1.02,ITQ
0.894,1.12,ITQ
0.819,1.12,ITQ
0.747,1,ITQ
0.701,1.51,ITQ
0.612,1.54,ITQ
0.547,1.78,ITQ
0.481,2.34,ITQ
0.389,2.34,ITQ
0.336,3.46,ITQ
0.277,4.18,ITQ
0.28,5.33,ITQ
0.272,5.22,ITQ
0.283,5.99,ITQ
0.243,6.96,ITQ
0.197,7.46,ITQ
0.173,6.78,ITQ
0.166,5.06,ITQ
0.173,4.37,ITQ
0.177,5.44,ITQ
0.164,5.6,ITQ
0.178,4.88,ITQ
0.209,4.18,ITQ
0.198,3.76,ITQ
0.215,3.55,ITQ
0.301,2.42,ITQ
0.456,1.66,ITQ
0.585,1.33,ITQ
0.666,1.32,ITQ
0.717,1.28,ITQ
0.777,1.21,ITQ
0.84,1.15,ITQ
0.84,1.15,ITQ
0.84,1.15,ITQ
0.84,1.15,ITQ
0.84,1.15,ITQ
0.84,1.15,ITQ
0.84,1.15,ITQ
0.84,1.15,ITQ
0.84,1.15,ITQ
0.84,1.15,ITQ
0.84,1.15,ITQ
0.856,1.11,ITQ
0.762,1.38,ITQ
0.64,2.58,ITQ
0.492,2.69,ITQ
0.417,2.4,ITQ
0.333,2.88,ITQ
0.189,2.5,ITQ
0.187,2.15,ITQ
0.266,2.6,ITQ
0.383,2.99,ITQ
0.415,2.81,ITQ
0.431,2.45,ITQ
0.331,2.32,ITQ
0.209,1.79,ITQ
0.182,2.42,ITQ
0.251,2.27,ITQ
0.242,1.78,ITQ
0.225,1.98,ITQ
0.172,2.26,ITQ
0.124,2.16,ITQ
0.087,2.49,ITQ
0.058,2.37,ITQ
0.072,2.83,ITQ
0.093,2.13,ITQ
0.133,2.15,ITQ
0.158,1.59,ITQ
0.189,1.48,ITQ
0.198,1.31,ITQ
0.274,1.08,ITQ
0.45,0.665,ITQ
0.45,0.665,ITQ
0.45,0.665,ITQ
0.45,0.665,ITQ
0.45,0.665,ITQ
0.45,0.665,ITQ
0.45,0.665,ITQ
0.45,0.665,ITQ
1.75,0.728,ITQ
1.59,0.736,ITQ
1.46,1.01,ITQ
1,1.18,ITQ
0.853,1.21,ITQ
0.76,1.38,ITQ
0.658,1.72,ITQ
0.593,1.93,ITQ
0.622,1.87,ITQ
0.664,2.11,ITQ
0.557,2.16,ITQ
0.479,2.61,ITQ
0.304,2.6,ITQ
0.344,2.74,ITQ
0.211,2.56,ITQ
0.233,2.67,ITQ
0.26,2.2,ITQ
0.304,1.92,ITQ
0.295,1.9,ITQ
0.286,1.88,ITQ
0.277,2.03,ITQ
0.247,2.08,ITQ
0.222,2.38,ITQ
0.213,2.18,ITQ
0.226,2.03,ITQ
0.234,1.61,ITQ
0.297,1.25,ITQ
0.407,0.912,ITQ
0.526,0.748,ITQ
0.714,0.551,ITQ
0.714,0.551,ITQ
0.714,0.551,ITQ
0.714,0.551,ITQ
0.714,0.551,ITQ
0.714,0.551,ITQ
0.714,0.551,ITQ
0.714,0.551,ITQ
2.5,0.01,ITQ
2.5,0.005,ITQ
2.5,0.012,ITQ
2.5,0.007,ITQ
2.5,0.007,ITQ
2.5,0.011,ITQ
2.5,0.006,ITQ
2.5,0.009,ITQ
2.5,0.016,ITQ
2.5,0.014,ITQ
2.5,0.012,ITQ
2.5,0.016,ITQ
2.5,0.015,ITQ
2.5,0.028,ITQ
2.5,0.028,ITQ
2.5,0.051,ITQ
2.5,0.054,ITQ
2.5,0.092,ITQ
2.5,0.097,ITQ
2.5,0.104,ITQ
2.5,0.109,ITQ
2.5,0.07,ITQ
2.5,0.054,ITQ
2.5,0.036,ITQ
2.5,0.044,ITQ
2.5,0.049,ITQ
2.5,0.068,ITQ
2.5,0.067,ITQ
