"","Country","assess_id_short","Year","CommName","Biomass","Catch","BvBmsy","FvFmsy","Dbase","SciName","IdLevel","SpeciesCat.x","Profits","MSY","Price","g","k","c","phi","itq","ivq","iq","turf"
"2208","Multinational","Lumped-Skipjack tuna",2012,"Skipjack tuna",1234.06,59,1.57,1.09,"FAO","Katsuwonus pelamis","Species",36,29648.238,34.481,699.22,0.044,1965.714,604369.353,0.188,NA,NA,NA,NA
"2209","Multinational","Lumped-Mediterranean spearfish",2012,"Mediterranean spearfish",68.393,4,0.655,1.377,"FAO","Tetrapturus belone","Species",36,1633.641,4.436,1477.049,0.042,261.193,171287.598,0.188,NA,NA,NA,NA
"2210","Multinational","Lumped-Skipjack tuna",2012,"Skipjack tuna",7126848.071,205603,1.91,0.545,"FAO","Katsuwonus pelamis","Species",36,116775775.7,197511.923,699.22,0.053,9326659.03,2709979305,0.188,NA,NA,NA,NA
"2211","Multinational","Lumped-Black skipjack",2012,"Black skipjack",8993.096,927,1.097,2.532,"FAO","Euthynnus lineatus","Species",36,996162.038,333.646,2230.564,0.041,20492.889,20554137.92,0.188,NA,NA,NA,NA
"2212","Multinational","Lumped-Eastern Pacific bonito",2012,"Eastern Pacific bonito",557086.291,23955,0.634,1.343,"FAO","Sarda chiliensis","Species",36,12012521.7,28139.389,1941.454,0.032,2197554.391,2061771649,0.188,NA,NA,NA,NA
"2213","Multinational","Lumped-Pacific sierra",2012,"Pacific sierra",17939.754,729,0.86,1.012,"FAO","Scomberomorus sierra","Species",36,351228.494,837.59,967.086,0.04,52129.02,22758585.76,0.188,NA,NA,NA,NA
"2214","Multinational","Lumped-Striped marlin",2012,"Striped marlin",10048.531,549,0.625,1.521,"FAO","Tetrapturus audax","Species",36,178253.505,576.964,1477.049,0.036,40165.833,27698125.34,0.188,NA,NA,NA,NA
"2215","Multinational","Lumped-Striped bonito",2012,"Striped bonito",1079.052,31,0.87,0.667,"FAO","Sarda orientalis","Species",36,33819.029,53.406,1941.454,0.043,3101.221,2662134.601,0.188,NA,NA,NA,NA
"2216","Multinational","Lumped-Wahoo",2012,"Wahoo",939.096,100,0.985,2.385,"FAO","Acanthocybium solandri","Species",36,124737.409,42.545,2878.627,0.045,2382.441,2999468.648,0.188,NA,NA,NA,NA
"2217","Multinational","Lumped-Indo",2012,"Indo-Pacific sailfish",307.912,145,0.457,5.269,"FAO","Istiophorus platypterus","Species",36,-117488.766,60.169,1477.049,0.089,1682.975,882816.575,0.188,NA,NA,NA,NA
"2218","Multinational","Lumped-Black marlin",2012,"Black marlin",51295.081,5789,1.228,0.984,"FAO","Makaira indica","Species",36,5569453.451,4791.946,1477.049,0.115,104430.393,50827952.94,0.188,NA,NA,NA,NA
"2219","Multinational","Lumped-Blue marlin",2012,"Blue marlin",42063.569,5233,1.313,1.121,"FAO","Makaira nigricans","Species",36,5107794.784,3554.569,1477.049,0.111,80100.231,39379391.84,0.188,NA,NA,NA,NA
"2220","Multinational","Lumped-Indo",2012,"Indo-Pacific sailfish",121388.321,9332,1.547,0.684,"FAO","Istiophorus platypterus","Species",36,10364379.14,8823.713,1477.049,0.112,196138.771,96032509.01,0.188,NA,NA,NA,NA
"2221","Multinational","Lumped-Striped marlin",2012,"Striped marlin",14394.72,874,0.668,1.617,"FAO","Tetrapturus audax","Species",36,330057.24,809.564,1477.049,0.038,53899.901,36675003.89,0.188,NA,NA,NA,NA
"2222","Multinational","Lumped-Frigate and bullet tunas",2012,"Frigate and bullet tunas",1757658.871,67238,1.637,0.899,"FAO","Auxis thazard, A. rochei","Species",36,110945776.1,45699.84,2213.652,0.043,2684796.941,2636974822,0.188,NA,NA,NA,NA
"2223","Multinational","Lumped-Indo",2012,"Indo-Pacific king mackerel",853379.325,17119,2.082,0.283,"FAO","Scomberomorus guttatus","Species",36,14211992.32,28998.897,967.086,0.071,1024562.691,377430418.3,0.188,NA,NA,NA,NA
"2224","Multinational","Lumped-Kawakawa",2012,"Kawakawa",1868096.201,67213,1.955,0.321,"FAO","Euthynnus affinis","Species",36,126473873.1,107223.198,2230.564,0.112,2388404.9,1767073733,0.188,NA,NA,NA,NA
"2225","Multinational","Lumped-Narrow",2012,"Narrow-barred Spanish mackerel",1978360.916,46729,1.979,0.374,"FAO","Scomberomorus commerson","Species",36,37876897.1,63164.462,967.086,0.063,2499386.807,952561271,0.188,NA,NA,NA,NA
"2226","Multinational","Lumped-Streaked seerfish",2012,"Streaked seerfish",1191.233,20,0.687,0.454,"FAO","Scomberomorus lineolatus","Species",36,9773.997,64.119,967.086,0.037,4338.257,1942070.517,0.188,NA,NA,NA,NA
"2227","Multinational","Lumped-Wahoo",2012,"Wahoo",26322.46,899,2.09,0.595,"FAO","Acanthocybium solandri","Species",36,2131907.094,722.904,2878.627,0.057,31490.506,36768918.83,0.188,NA,NA,NA,NA
"2228","Multinational","Lumped-Longtail tuna",2012,"Longtail tuna",1321411.777,36987,2.148,0.248,"FAO","Thunnus tonggol","Species",36,71089336.37,69551.909,2213.652,0.113,1537837.027,1126642676,0.188,NA,NA,NA,NA
"2229","Multinational","Lumped-Shortbill spearfish",2012,"Shortbill spearfish",20.33,14,0.81,16.22,"FAO","Tetrapturus angustirostris","Species",36,-4648.071,1.065,1477.049,0.042,62.718,41132.218,0.188,NA,NA,NA,NA
"2230","Multinational","Lumped-Black skipjack",2012,"Black skipjack",72470.491,3615,1.871,1.117,"FAO","Euthynnus lineatus","Species",36,6146310.735,1730.563,2230.564,0.045,96859.79,94478138.25,0.188,NA,NA,NA,NA
"2231","Multinational","Lumped-Skipjack tuna",2012,"Skipjack tuna",5925579.352,214853,1.919,0.656,"FAO","Katsuwonus pelamis","Species",36,120556525.6,170739.905,699.22,0.055,7718977.732,2213743270,0.188,NA,NA,NA,NA
"2232","Multinational","Lumped-Pacific sierra",2012,"Pacific sierra",207869.947,8147,1.444,0.831,"FAO","Scomberomorus sierra","Species",36,5657724.607,6794.148,967.086,0.047,360000.543,149763105.4,0.188,NA,NA,NA,NA
"2233","Multinational","Lumped-Black marlin",2012,"Black marlin",2118.018,56,0.447,0.247,"FAO","Makaira indica","Species",36,30306.557,507.054,1477.049,0.107,11857.649,5894720.217,0.188,NA,NA,NA,NA
"2234","Multinational","Lumped-Wahoo",2012,"Wahoo",22666.449,690,1.537,0.589,"FAO","Acanthocybium solandri","Species",36,1511681.953,762.145,2878.627,0.052,36880.45,44442176.76,0.188,NA,NA,NA,NA
"2235","Multinational","Lumped-Eastern Pacific bonito",2012,"Eastern Pacific bonito",76437.636,4268,0.721,1.48,"FAO","Sarda chiliensis","Species",36,2724400.231,3999.35,1941.454,0.038,265038.075,236710412.3,0.188,NA,NA,NA,NA
"2236","Multinational","Lumped-Kawakawa",2012,"Kawakawa",204.205,2,0.663,0.095,"FAO","Euthynnus affinis","Species",36,3032.844,31.843,2230.564,0.103,770.31,584202.046,0.188,NA,NA,NA,NA
"2237","Multinational","Lumped-Frigate tuna",2012,"Frigate tuna",50441.664,1464,0.782,0.734,"FAO","Auxis thazard","Species",36,1615389.091,2550.301,2213.652,0.04,161282.709,161950473.4,0.188,NA,NA,NA,NA
"2238","Multinational","Lumped-Little tunny(=Atl.black skipj)",2012,"Little tunny(=Atl.black skipj)",466549.541,8683,1.214,0.942,"FAO","Euthynnus alletteratus","Species",36,12623333.97,7597.8,2230.564,0.02,961206.053,1197446291,0.188,NA,NA,NA,NA
"2239","Multinational","Lumped-Longbill spearfish",2012,"Longbill spearfish",1731.615,17,0.666,0.26,"FAO","Tetrapturus pfluegeri","Species",36,14282.009,98.288,1477.049,0.038,6501.443,4415139.17,0.188,NA,NA,NA,NA
"2240","Multinational","Lumped-Atlantic bonito",2012,"Atlantic bonito",115670.262,7398,0.987,1.547,"FAO","Sarda sarda","Species",36,7227027.913,4846.168,1941.454,0.041,292981.115,254557223.2,0.188,NA,NA,NA,NA
"2241","Multinational","Lumped-Frigate and bullet tunas",2012,"Frigate and bullet tunas",114132.496,7257,0.963,1.716,"FAO","Auxis thazard, A. rochei","Species",36,7623150.324,4393.214,2213.652,0.037,296376.745,303429751,0.188,NA,NA,NA,NA
"2242","Multinational","Lumped-Plain bonito",2012,"Plain bonito",7785.968,656,0.662,2.143,"FAO","Orcynopsis unicolor","Species",36,303269.443,462.21,2519.758,0.039,29390.687,33648513.66,0.188,NA,NA,NA,NA
"2243","Multinational","Lumped-Wahoo",2012,"Wahoo",9006.648,968,0.816,2.705,"FAO","Acanthocybium solandri","Species",36,807180.23,438.226,2878.627,0.04,27578.92,35959402.13,0.188,NA,NA,NA,NA
"2244","Multinational","Lumped-West African Spanish mackerel",2012,"West African Spanish mackerel",45928.982,5245,1.627,1.05,"FAO","Scomberomorus tritor","Species",36,3711465.106,3069.434,967.086,0.109,70561.247,22849140.97,0.188,NA,NA,NA,NA
"2245","Multinational","Lumped-Kawakawa",2012,"Kawakawa",2964298.84,181533,1.659,0.557,"FAO","Euthynnus affinis","Species",36,316796446.8,196288.894,2230.564,0.11,4467001.914,3326237234,0.188,NA,NA,NA,NA
"2246","Multinational","Lumped-Wahoo",2012,"Wahoo",9144.625,452,1.433,1.222,"FAO","Acanthocybium solandri","Species",36,886265.512,258.21,2878.627,0.04,15955.166,20689574.81,0.188,NA,NA,NA,NA
"2247","Multinational","Lumped-Albacore",2012,"Albacore",1882050.458,52447,1.569,1.281,"FAO","Thunnus alalunga","Species",36,53658020.33,26091.115,1452.157,0.022,2999572.193,2363900141,0.188,NA,NA,NA,NA
"2248","Multinational","Lumped-Black marlin",2012,"Black marlin",12195.473,1808,1.05,1.337,"FAO","Makaira indica","Species",36,1477017.746,1287.39,1477.049,0.111,29027.364,14273090.64,0.188,NA,NA,NA,NA
"2249","Multinational","Lumped-Frigate and bullet tunas",2012,"Frigate and bullet tunas",3466949.846,136391,1.254,0.939,"FAO","Auxis thazard, A. rochei","Species",36,200269072.5,115852.488,2213.652,0.042,6912271.499,6820731009,0.188,NA,NA,NA,NA
"2250","Multinational","Lumped-Narrow",2012,"Narrow-barred Spanish mackerel",5238176.431,128626,2.052,0.339,"FAO","Scomberomorus commerson","Species",36,105547047.2,185140.824,967.086,0.073,6381616.096,2333514287,0.188,NA,NA,NA,NA
"2251","Multinational","Lumped-Indo",2012,"Indo-Pacific sailfish",22118.569,3070,1.349,1.309,"FAO","Istiophorus platypterus","Species",36,2966560.827,1739.173,1477.049,0.106,40996.18,20428891.17,0.188,NA,NA,NA,NA
"2252","Multinational","Lumped-Longtail tuna",2012,"Longtail tuna",961667.963,78702,1.189,0.715,"FAO","Thunnus tonggol","Species",36,117222816.4,92588.28,2213.652,0.114,2021825.507,1475691162,0.188,NA,NA,NA,NA
"2253","Multinational","Lumped-Indo",2012,"Indo-Pacific king mackerel",391700.874,9629,1.646,0.492,"FAO","Scomberomorus guttatus","Species",36,7344525.099,11885.605,967.086,0.05,594887.11,243281889,0.188,NA,NA,NA,NA
"2254","Multinational","Lumped-Shortbill spearfish",2012,"Shortbill spearfish",173.968,9,1.097,1.295,"FAO","Tetrapturus angustirostris","Species",36,7657.468,6.337,1477.049,0.04,396.593,264889.75,0.188,NA,NA,NA,NA
"2255","Multinational","Lumped-Wahoo",2012,"Wahoo",18271.418,823,1.141,1.045,"FAO","Acanthocybium solandri","Species",36,1463573.322,690.736,2878.627,0.043,40052.036,50955376.24,0.188,NA,NA,NA,NA
"2256","Multinational","Lumped-Blackfin tuna",2012,"Blackfin tuna",42253.788,1905,0.829,1.122,"FAO","Thunnus atlanticus","Species",36,1951272.346,2048.248,2213.652,0.04,127438.31,127341733.4,0.188,NA,NA,NA,NA
"2257","Multinational","Lumped-Little tunny(=Atl.black skipj)",2012,"Little tunny(=Atl.black skipj)",35609.557,314,0.881,0.675,"FAO","Euthynnus alletteratus","Species",36,396300.26,527.808,2230.564,0.013,101065.139,142573874.6,0.188,NA,NA,NA,NA
"2258","Multinational","Lumped-Cero",2012,"Cero",6483.177,101,0.672,0.448,"FAO","Scomberomorus regalis","Species",36,48543.867,335.816,967.086,0.035,24118.19,10991806.94,0.188,NA,NA,NA,NA
"2259","Multinational","Lumped-King mackerel",2012,"King mackerel",293529.208,7921,1.758,0.45,"FAO","Scomberomorus cavalla","Species",36,6185309.496,10020.251,967.086,0.06,417408.934,161554081.2,0.188,NA,NA,NA,NA
"2260","Multinational","Lumped-Atlantic bonito",2012,"Atlantic bonito",23676.308,1472,0.661,1.595,"FAO","Sarda sarda","Species",36,719049.101,1395.823,1941.454,0.039,89509.226,79157573.89,0.188,NA,NA,NA,NA
"2261","Multinational","Lumped-Longbill spearfish",2012,"Longbill spearfish",152.182,31,0.899,5.019,"FAO","Tetrapturus pfluegeri","Species",36,10231.465,6.87,1477.049,0.041,423.218,281338.273,0.188,NA,NA,NA,NA
"2262","Multinational","Lumped-Frigate and bullet tunas",2012,"Frigate and bullet tunas",16380.978,85,0.698,0.139,"FAO","Auxis thazard, A. rochei","Species",36,123940.231,876.086,2213.652,0.037,58711.18,59988564.92,0.188,NA,NA,NA,NA
"2263","Multinational","Lumped-Serra Spanish mackerel",2012,"Serra Spanish mackerel",118677.529,2833,1.247,0.592,"FAO","Scomberomorus brasiliensis","Species",36,1932108.681,3840.247,967.086,0.04,237951.792,103747868.3,0.188,NA,NA,NA,NA
"2264","Multinational","Lumped-Atlantic Spanish mackerel",2012,"Atlantic Spanish mackerel",104206.162,3321,0.871,0.803,"FAO","Scomberomorus maculatus","Species",36,1726587.422,4747.223,967.086,0.04,299040.771,131029438.9,0.188,NA,NA,NA,NA
"2265","Multinational","Lumped-Atlantic bonito",2012,"Atlantic bonito",6112.537,452,1.281,1.839,"FAO","Sarda sarda","Species",36,523811.01,191.857,1941.454,0.04,11926.254,10449017.83,0.188,NA,NA,NA,NA
"2266","Multinational","Lumped-Frigate and bullet tunas",2012,"Frigate and bullet tunas",16674.447,1625,0.818,2.789,"FAO","Auxis thazard, A. rochei","Species",36,1022121.854,712.774,2213.652,0.035,50990.433,53130657.1,0.188,NA,NA,NA,NA
"2267","Multinational","Lumped-Little tunny(=Atl.black skipj)",2012,"Little tunny(=Atl.black skipj)",1053.09,11,0.588,0.804,"FAO","Euthynnus alletteratus","Species",36,7709.707,23.3,2230.564,0.013,4481.066,6329779.527,0.188,NA,NA,NA,NA
"2268","Multinational","Lumped-Longbill spearfish",2012,"Longbill spearfish",52.23,8,0.765,3.6,"FAO","Tetrapturus pfluegeri","Species",36,2052.108,2.906,1477.049,0.043,170.772,111923.39,0.188,NA,NA,NA,NA
"2269","Multinational","Lumped-Atlantic bonito",2012,"Atlantic bonito",8101.029,405,0.288,1.553,"FAO","Sarda sarda","Species",36,-551951.418,904.333,1941.454,0.032,70211.402,65757438.42,0.188,NA,NA,NA,NA
"2270","Multinational","Lumped-Blackfin tuna",2012,"Blackfin tuna",1735.915,124,0.505,1.867,"FAO","Thunnus atlanticus","Species",36,-7657.036,131.538,2213.652,0.038,8596.814,8718031.524,0.188,NA,NA,NA,NA
"2271","Multinational","Lumped-Frigate and bullet tunas",2012,"Frigate and bullet tunas",8067.605,353,0.877,1.11,"FAO","Auxis thazard, A. rochei","Species",36,386013.525,362.489,2213.652,0.039,22989.831,23104872.48,0.188,NA,NA,NA,NA
"2272","Multinational","Lumped-King mackerel",2012,"King mackerel",103771.299,4829,1.668,1.001,"FAO","Scomberomorus cavalla","Species",36,3465162.948,2893.738,967.086,0.047,155547.379,64988273.76,0.188,NA,NA,NA,NA
"2273","Multinational","Lumped-Little tunny(=Atl.black skipj)",2012,"Little tunny(=Atl.black skipj)",27590.511,581,1.256,1.1,"FAO","Euthynnus alletteratus","Species",36,839021.39,420.852,2230.564,0.019,54939.713,69089874.41,0.188,NA,NA,NA,NA
"2274","Multinational","Lumped-Serra Spanish mackerel",2012,"Serra Spanish mackerel",28456.18,457,0.698,0.437,"FAO","Scomberomorus brasiliensis","Species",36,229510.806,1499.148,967.086,0.037,101911.836,45686715.05,0.188,NA,NA,NA,NA
"2275","Multinational","Lumped-Wahoo",2012,"Wahoo",1368.623,213,1.108,3.9,"FAO","Acanthocybium solandri","Species",36,255103.534,49.282,2878.627,0.04,3087.271,4019867.72,0.188,NA,NA,NA,NA
"2276","Multinational","Lumped-Frigate and bullet tunas",2012,"Frigate and bullet tunas",11551.385,39,0.528,0.104,"FAO","Auxis thazard, A. rochei","Species",36,50634.236,710.966,2213.652,0.032,54735.084,58302384.46,0.188,NA,NA,NA,NA
"2277","Multinational","Lumped-Wahoo",2012,"Wahoo",332.424,15,0.93,1.106,"FAO","Acanthocybium solandri","Species",36,22583.289,14.596,2878.627,0.041,894.04,1156291.805,0.188,NA,NA,NA,NA
"2278","Multinational","Lumped-Black marlin",2012,"Black marlin",304.929,5,0.491,0.162,"FAO","Makaira indica","Species",36,3635.421,62.863,1477.049,0.101,1553.061,784888.834,0.188,NA,NA,NA,NA
"2279","Multinational","Lumped-Little tunny(=Atl.black skipj)",2012,"Little tunny(=Atl.black skipj)",47895.444,1904,0.68,3.122,"FAO","Euthynnus alletteratus","Species",36,463883.642,897.398,2230.564,0.013,176184.819,250417373,0.188,NA,NA,NA,NA
"2280","Multinational","Lumped-Frigate and bullet tunas",2012,"Frigate and bullet tunas",342294.343,8890,0.694,0.709,"FAO","Auxis thazard, A. rochei","Species",36,8680955.741,18047.539,2213.652,0.037,1232246.789,1266126550,0.188,NA,NA,NA,NA
"2281","Multinational","Lumped-Indo",2012,"Indo-Pacific sailfish",18862.016,1582,0.664,0.84,"FAO","Istiophorus platypterus","Species",36,899030.105,2837.103,1477.049,0.1,71050.104,36053945.95,0.188,NA,NA,NA,NA
"2282","Multinational","Lumped-Japanese Spanish mackerel",2012,"Japanese Spanish mackerel",1056374.816,37863,1.915,0.32,"FAO","Scomberomorus niphonius","Species",36,30773130.9,61835.438,967.086,0.112,1379131.07,442554964.8,0.188,NA,NA,NA,NA
"2283","Multinational","Lumped-Narrow",2012,"Narrow-barred Spanish mackerel",28290.95,1278,0.77,1.135,"FAO","Scomberomorus commerson","Species",36,518555.685,1463.062,967.086,0.04,91870.428,40216188.99,0.188,NA,NA,NA,NA
"2284","Multinational","Lumped-Skipjack tuna",2012,"Skipjack tuna",2030139.832,87381,0.766,1.15,"FAO","Katsuwonus pelamis","Species",36,25289773.91,99202.549,699.22,0.037,6629062.376,2137622086,0.188,NA,NA,NA,NA
"2285","Multinational","Lumped-Yellowfin tuna",2012,"Yellowfin tuna",292513.151,29675,0.813,1.098,"FAO","Thunnus albacares","Species",36,20370952.1,33252.393,1507.521,0.092,900039.483,477136709.5,0.188,NA,NA,NA,NA
"2286","Multinational","Lumped-Black marlin",2012,"Black marlin",66.512,9,0.988,1.256,"FAO","Makaira indica","Species",36,7094.262,7.256,1477.049,0.108,168.332,83482.016,0.188,NA,NA,NA,NA
"2287","Multinational","Lumped-Swordfish",2012,"Swordfish",143809.56,3652,1.5,1.109,"FAO","Xiphias gladius","Species",36,8925893.091,2195.668,3470.547,0.023,239621.153,444321059.2,0.188,NA,NA,NA,NA
"2288","Multinational","Lumped-Indo",2012,"Indo-Pacific sailfish",257.733,13,0.439,0.542,"FAO","Istiophorus platypterus","Species",36,3539.951,54.603,1477.049,0.093,1467.669,760734.885,0.188,NA,NA,NA,NA
"2289","Multinational","Lumped-Skipjack tuna",2012,"Skipjack tuna",328963.439,10573,1.673,0.584,"FAO","Katsuwonus pelamis","Species",36,5774099.423,10815.413,699.22,0.055,491715.129,141258551,0.188,NA,NA,NA,NA
"2290","Multinational","Lumped-Yellowfin tuna",2012,"Yellowfin tuna",33305.892,1151,0.643,0.381,"FAO","Thunnus albacares","Species",36,865323.464,4698.293,1507.521,0.091,129568.193,69074150.85,0.188,NA,NA,NA,NA
"2291","Multinational","Lumped-Shortbill spearfish",2012,"Shortbill spearfish",35.19,3,1.02,2.019,"FAO","Tetrapturus angustirostris","Species",36,2123.102,1.456,1477.049,0.042,86.259,56667.878,0.188,NA,NA,NA,NA
"2292","Multinational","Lumped-Butterfly kingfish",2012,"Butterfly kingfish",55.858,8,0.748,3.449,"FAO","Gasterochisma melampus","Species",36,3816.75,3.103,2878.627,0.042,186.779,240312.14,0.188,NA,NA,NA,NA
"2293","Multinational","Lumped-Slender tuna",2012,"Slender tuna",2496.688,78,1.464,0.792,"FAO","Allothunnus fallai","Species",36,125345.916,67.312,2213.652,0.039,4264.421,4284353.67,0.188,NA,NA,NA,NA
"2294","Multinational","Lumped-Atlantic Spanish mackerel",2012,"Atlantic Spanish mackerel",2358.764,250,0.626,2.571,"FAO","Scomberomorus maculatus","Species",36,21018.886,155.456,967.086,0.041,9427.322,4083886.206,0.188,NA,NA,NA,NA
"2295","Multinational","Lumped-Atlantic bonito",2012,"Atlantic bonito",363.764,10,0.268,0.769,"FAO","Sarda sarda","Species",36,-9353.84,48.424,1941.454,0.036,3388.353,3075963.596,0.188,NA,NA,NA,NA
"2296","Multinational","Lumped-Blackfin tuna",2012,"Blackfin tuna",11.867,6,0.324,12.736,"FAO","Thunnus atlanticus","Species",36,-24503.218,1.452,2213.652,0.04,91.438,91702.987,0.188,NA,NA,NA,NA
"2297","Multinational","Lumped-King mackerel",2012,"King mackerel",2420.566,4,0.602,0.043,"FAO","Scomberomorus cavalla","Species",36,2793.79,154.961,967.086,0.039,10050.736,4442647.412,0.188,NA,NA,NA,NA
"2298","Multinational","Lumped-Little tunny(=Atl.black skipj)",2012,"Little tunny(=Atl.black skipj)",1820.247,37,0.788,1.544,"FAO","Euthynnus alletteratus","Species",36,31184.036,30.413,2230.564,0.013,5776.233,8128692.987,0.188,NA,NA,NA,NA
"2299","Multinational","Lumped-Wahoo",2012,"Wahoo",200.736,6,1.951,0.394,"FAO","Acanthocybium solandri","Species",36,14390.054,7.803,2878.627,0.076,257.298,276354.208,0.188,NA,NA,NA,NA
"2300","Multinational","Lumped-Roughhead grenadier",2012,"Roughhead grenadier",37920.145,1100,1.356,4.462,"FAO","Macrourus berglax","Species",32,587534.325,181.8,883.469,0.007,69911.739,38315114.33,0.188,NA,NA,NA,NA
"2301","Multinational","Lumped-Roundnose grenadier",2012,"Roundnose grenadier",250367.856,4063,0.591,1.247,"FAO","Coryphaenoides rupestris","Species",32,1368154.062,5511.938,883.469,0.013,1058939.819,471274853.3,0.188,NA,NA,NA,NA
"2302","Multinational","Lumped-Silvery pout",2012,"Silvery pout",418.193,553,0.488,30.929,"FAO","Gadiculus argenteus","Species",32,-573203.358,36.625,1075.873,0.043,2141.676,812363.212,0.188,NA,NA,NA,NA
"2303","Multinational","Lumped-Tusk(=Cusk)",2012,"Tusk(=Cusk)",790643.701,25420,0.829,1.404,"FAO","Brosme brosme","Species",32,22731027.19,21837.578,1647.569,0.023,2384412.981,1670397505,0.188,NA,NA,NA,NA
"2304","Multinational","Lumped-Ling",2012,"Ling",961942.905,42995,0.699,1.985,"FAO","Molva molva","Species",32,32124315.34,30968.44,1874.56,0.023,3439111.232,2755149592,0.188,NA,NA,NA,NA
"2305","Multinational","Lumped-Blue ling",2012,"Blue ling",243760.24,7993,0.547,2.5,"FAO","Molva dypterygia","Species",32,2647902.077,5841.224,1874.56,0.013,1113297.179,1048779461,0.188,NA,NA,NA,NA
"2306","Multinational","Lumped-Forkbeard",2012,"Forkbeard",24185.675,3512,1.021,3.479,"FAO","Phycis phycis","Species",32,1937836.577,988.923,1076.487,0.042,59227.233,22640154.44,0.188,NA,NA,NA,NA
"2307","Multinational","Lumped-Greater forkbeard",2012,"Greater forkbeard",29169.59,2188,0.675,1.824,"FAO","Phycis blennoides","Species",32,923751.28,1778.14,1076.487,0.041,108106.933,41511656.38,0.188,NA,NA,NA,NA
"2308","Multinational","Lumped-Pollack",2012,"Pollack",174483,8370,0.808,1.218,"FAO","Pollachius pollachius","Species",32,5600484.42,8504.405,1215.299,0.039,539768.529,237028998.1,0.188,NA,NA,NA,NA
"2309","Multinational","Lumped-Pouting(=Bib)",2012,"Pouting(=Bib)",270436.115,11531,0.83,1.144,"FAO","Trisopterus luscus","Species",32,7077768.196,12138.602,1075.873,0.037,814530.16,321981752,0.188,NA,NA,NA,NA
"2310","Multinational","Lumped-White hake",2012,"White hake",193.654,18,0.916,2.249,"FAO","Urophycis tenuis","Species",32,22110.145,8.732,1940.112,0.041,528.325,281121.188,0.188,NA,NA,NA,NA
"2311","Multinational","Lumped-Navaga(=Wachna cod)",2012,"Navaga(=Wachna cod)",18998.646,276,0.381,0.444,"FAO","Eleginus navaga","Species",32,175232.991,1630.462,2140.774,0.033,124525.465,101825089.3,0.188,NA,NA,NA,NA
"2312","Multinational","Lumped-Polar cod",2012,"Polar cod",295438.933,54,0.397,0.005,"FAO","Boreogadus saida","Species",32,65559.42,25245.403,1480.713,0.034,1861667.228,1041910223,0.188,NA,NA,NA,NA
"2313","Multinational","Lumped-Poor cod",2012,"Poor cod",68.65,17,1.16,2.284,"FAO","Trisopterus minutus","Species",32,22627.777,6.42,2140.774,0.108,148.011,84496.112,0.188,NA,NA,NA,NA
"2314","Multinational","Lumped-Roughhead grenadier",2012,"Roughhead grenadier",42857.186,1294,0.679,27.104,"FAO","Macrourus berglax","Species",32,-406839.659,70.261,883.469,0.001,157689.476,146710603,0.188,NA,NA,NA,NA
"2315","Multinational","Lumped-Roundnose grenadier",2012,"Roundnose grenadier",115778.757,704,0.398,0.479,"FAO","Coryphaenoides rupestris","Species",32,193492.267,3693.005,883.469,0.013,726587.784,325681776,0.188,NA,NA,NA,NA
"2316","Multinational","Lumped-Tusk(=Cusk)",2012,"Tusk(=Cusk)",69758.014,546,0.516,0.575,"FAO","Brosme brosme","Species",32,394306.927,1839.547,1647.569,0.014,337807.419,276593470.1,0.188,NA,NA,NA,NA
"2317","Multinational","Lumped-Haddock",2012,"Haddock",340122.583,130,0.316,0.014,"FAO","Melanogrammus aeglefinus","Species",32,118306.863,29523.83,1301.775,0.027,2692946.344,1412283387,0.188,NA,NA,NA,NA
"2318","Multinational","Lumped-Silver hake",2012,"Silver hake",810023.169,17203,0.377,0.613,"FAO","Merluccius bilinearis","Species",32,4007232.747,74375.37,1076.487,0.035,5367979.304,2170079032,0.188,NA,NA,NA,NA
"2319","Multinational","Lumped-Red hake",2012,"Red hake",122487.228,1117,0.362,0.306,"FAO","Urophycis chuss","Species",32,556504.724,10089.764,1481.001,0.03,846670.927,492676331.5,0.188,NA,NA,NA,NA
"2320","Multinational","Lumped-White hake",2012,"White hake",109971.985,1826,0.491,0.459,"FAO","Urophycis tenuis","Species",32,1212046.066,8088.846,1481.001,0.036,559588.878,307298736.3,0.188,NA,NA,NA,NA
"2321","Multinational","Lumped-Atlantic tomcod",2012,"Atlantic tomcod",1755.747,14,0.354,0.243,"FAO","Microgadus tomcod","Species",32,11013.944,162.545,2140.774,0.033,12394.124,10129806.03,0.188,NA,NA,NA,NA
"2322","Multinational","Lumped-Offshore silver hake",2012,"Offshore silver hake",38.688,6,0.49,1.428,"FAO","Merluccius albidus","Species",32,1432.897,8.585,1076.487,0.109,197.572,56685.561,0.188,NA,NA,NA,NA
"2323","Multinational","Lumped-Greenland cod",2012,"Greenland cod",17725.006,130,0.469,0.207,"FAO","Gadus ogac","Species",32,151464.669,1336.863,2140.774,0.035,94555.378,75557645.02,0.188,NA,NA,NA,NA
"2324","Multinational","Lumped-Southern hake",2012,"Southern hake",32361.963,2560,0.67,5.926,"FAO","Merluccius australis","Species",32,617311.194,645.005,1879.608,0.013,120796.805,113504255.9,0.188,NA,NA,NA,NA
"2325","Multinational","Lumped-Blue grenadier",2012,"Blue grenadier",428838.395,9960,0.463,0.601,"FAO","Macruronus novaezelandiae","Species",32,3213250.01,35802.636,883.469,0.039,2316143.371,743624113.2,0.188,NA,NA,NA,NA
